,dt_year,dt_date,country,region,level_of_development,greenhousegas_emissione_mtco2equivalent,total_government_revenue_proportion_of_gdp_perc,fdi_inflows_millionusd,annual_growth_rate_perc,proportion_of_population_with_primary_reliance_on_clean_fuels_a,mortality_rate_perc,renewable_energy_share_on_the_total_energy_consumption,co2emissions_from_fuel_combustion_in_millions_of_tonnes,fossilfuel_subsidies_consumption_and_production_billionusd,randd_expenditure_proportionofgdp_perc,national_action_plans_as_priority_national_policies,number_of_companies_publishing_sustainability_reports,education_for_sustainable_development,enhance_policy_coherence_for_sustainable_development,land_degraded_over_total_land_area,IIASA rates of no education projections (IIASA (2015)),GDP (constant 2015 US$),"Literacy rate, adult total (% of people ages 15 and above)",Annual CO₂ emissions (zero filled),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)"
3131,2017,2017-01-01,Nepal,Central and Southern Asia,Least Developed,,0.2125182,106.13357,0.0752105,31.0,,76.41,10.19,0.11085,,,,,,,,26662713344.0,,11647530.0,100.0
3132,2018,2018-01-01,Nepal,Central and Southern Asia,Least Developed,,0.232448,197.77596,0.058487,32.0,,74.27,11.76,0.05059,,,,,,,,28695046144.0,67.90843200683594,14833215.0,
3133,2019,2019-01-01,Nepal,Central and Southern Asia,Least Developed,,0.2456148,67.05568,0.0474454,34.0,0.215,77.39,10.01,0.02388,,,,,,,,30605291520.0,,13428330.0,
3134,2020,2020-01-01,Nepal,Central and Southern Asia,Least Developed,,0.2533142,184.99513,-0.03863,35.0,,,,0.00841,,,,0.0,,,31.4864925,29966137344.0,,13944494.0,
3135,2021,2021-01-01,Nepal,Central and Southern Asia,Least Developed,,,,,,,,,,,,,,,,,,,14173067.0,
3136,2002,2002-01-01,Netherlands,Europe and North America,Developed Economies,216.09344,0.4066154,51927.49953,-0.0035653,95.0,,1.92,166.9,,0.0174543,,,,,,,660722548736.0,,175567730.0,
3137,2003,2003-01-01,Netherlands,Europe and North America,Developed Economies,216.74296,0.4057213999999999,25038.25702,-0.0040443,95.0,,1.91,169.92,,0.017839,,,,,,,661750939648.0,,179005310.0,
3138,2004,2004-01-01,Netherlands,Europe and North America,Developed Economies,218.28846,0.4080836999999999,32899.86615,0.01445,95.0,,2.22,171.66,,0.0178901,,,,,,,674886320128.0,,180891780.0,
3139,2005,2005-01-01,Netherlands,Europe and North America,Developed Economies,212.5531,0.4102341,12452.36632,0.0155222,95.0,0.14,2.74,167.49,,0.0177388,,,,,,,688727392256.0,,176917310.0,100.0
3140,2006,2006-01-01,Netherlands,Europe and North America,Developed Economies,207.51009,0.4223756999999999,39047.15714,0.0300197,95.0,,3.12,163.26,,0.0174067,,,,,,,712564211712.0,,172092060.0,
3141,2007,2007-01-01,Netherlands,Europe and North America,Developed Economies,205.89405,0.4145662999999999,13977.70282,0.0335441,95.0,,3.68,164.12,,0.016703,,,,,,,739448127488.0,,171874020.0,
3142,2008,2008-01-01,Netherlands,Europe and North America,Developed Economies,205.31585,0.4254324,114161.1852,0.0179139,95.0,,3.94,164.82,,0.0162269,,,,,,,755496517632.0,,174853120.0,
3143,2009,2009-01-01,Netherlands,Europe and North America,Developed Economies,199.72219,0.4166877,-6776.43095,-0.0400448999999999,95.0,,4.38,160.07,,0.0166569999999999,,,,,,,727793336320.0,,169529330.0,
3144,2010,2010-01-01,Netherlands,Europe and North America,Developed Economies,211.67515,0.4179778,38751.92229,0.009992,95.0,0.126,3.85,170.76,,0.0170404,,,,,,,737565736960.0,,181526740.0,100.0
3145,2011,2011-01-01,Netherlands,Europe and North America,Developed Economies,197.32707,0.415406,-7184.47245,0.0121585999999999,95.0,,4.69,158.41,,0.0188131,,,,,,,749006749696.0,,168259660.0,100.0
3146,2012,2012-01-01,Netherlands,Europe and North America,Developed Economies,193.08148,0.4203020999999999,24155.80624,-0.0134659,95.0,,4.9,157.16,,0.0191626999999999,,,,,,,741289361408.0,,164688780.0,100.0
3147,2013,2013-01-01,Netherlands,Europe and North America,Developed Economies,193.38753,0.4277469,25013.04134,-0.0043639,95.0,,4.94,156.79,,0.0192987,,,,,,,740324343808.0,,164674480.0,99.87045288085938
3148,2014,2014-01-01,Netherlands,Europe and North America,Developed Economies,185.61727,0.4277295,51119.46344,0.0112898,95.0,,5.53,149.5,,0.0197568,,,,,,,750862139392.0,,157655580.0,99.83441162109376
3149,2015,2015-01-01,Netherlands,Europe and North America,Developed Economies,192.71273,0.4178154,45033.94311,0.0168246999999999,95.0,0.1119999999999999,5.72,157.15,0.1732,0.0198487,,,,,,,765572743168.0,,164142510.0,99.81168365478516
3150,2016,2016-01-01,Netherlands,Europe and North America,Developed Economies,193.10102,0.4281352,163887.7177,0.0193417,95.0,,5.59,158.29,0.32478,0.0199685,,70.0,,,,,782351925248.0,,164862030.0,99.59579467773438
3151,2017,2017-01-01,Netherlands,Europe and North America,Developed Economies,190.56747,0.4292266999999999,59734.12145,0.0266875,95.0,,6.36,155.45,0.34858,0.0198308,,74.0,,,,,805125423104.0,,162493950.0,99.59814453125
3152,2018,2018-01-01,Netherlands,Europe and North America,Developed Economies,186.31855,0.4287178,16557.65299,0.0213163,95.0,,7.39,151.13,0.35967,0.0216374,,98.0,,,,,824133746688.0,,158627840.0,
3153,2019,2019-01-01,Netherlands,Europe and North America,Developed Economies,180.30909,0.4295786,87670.58901,0.0173154999999999,95.0,0.103,8.54,146.32,0.35608,,,110.0,,,,,840250425344.0,,153032800.0,
3154,2020,2020-01-01,Netherlands,Europe and North America,Developed Economies,,0.4308738,48962.71075,-0.0401053,95.0,,,,0.32787,,1.0,120.0,0.0,,,,808332361728.0,,137849520.0,
3155,2021,2021-01-01,Netherlands,Europe and North America,Developed Economies,,,,,,,,,,,,,,,,,,,141045420.0,
3176,2002,2002-01-01,New Caledonia,Other,Not Specified,,,103.04121,0.0068667,,,5.28,,,,,,,,,,,,2392238.0,
3177,2003,2003-01-01,New Caledonia,Other,Not Specified,,,59.05552,0.0308018,,,4.93,,,,,,,,,,,,2725557.0,
3178,2004,2004-01-01,New Caledonia,Other,Not Specified,,,116.04814,0.0227647,,,5.2,,,,,,,,,,,,2514913.0,
3179,2005,2005-01-01,New Caledonia,Other,Not Specified,,,27.48019,0.0204057999999999,,,5.08,,,,,,,,,,,,2809699.0,
3180,2006,2006-01-01,New Caledonia,Other,Not Specified,,,-6.73874,0.0416338,,,4.52,,,,,,,,,,,,2706642.0,
3181,2007,2007-01-01,New Caledonia,Other,Not Specified,,,749.08795,0.0278335,,,5.82,,,,,,,,,,,,2926788.0,
3182,2008,2008-01-01,New Caledonia,Other,Not Specified,,,417.45346,-0.0077951,,,7.78,,,,,,,,,,,,2848035.0,
3183,2009,2009-01-01,New Caledonia,Other,Not Specified,,,1746.36856,0.0094589,,,6.96,,,,,,,,,,,,2932650.0,
3184,2010,2010-01-01,New Caledonia,Other,Not Specified,,,1182.29568,0.0548645,,,4.85,,,,,,,,,,,,3556595.0,
3185,2011,2011-01-01,New Caledonia,Other,Not Specified,,,1439.085,0.0300048,,,5.93,,,,,,,,,,,,3539688.0,
3186,2012,2012-01-01,New Caledonia,Other,Not Specified,,,1715.02523,0.0039438,,,6.17,,,,,,,,,,,,3637863.0,
3187,2013,2013-01-01,New Caledonia,Other,Not Specified,,,2831.45011,0.0051597,,,6.56,,,,,,,,,,,,3848731.0,
3188,2014,2014-01-01,New Caledonia,Other,Not Specified,,,2166.81215,0.0047037,,,4.29,,,,,,,,,,,97.8000030517578,4873267.0,
3189,2015,2015-01-01,New Caledonia,Other,Not Specified,,,1757.03585,-0.0043683,,,5.09,,,,,,,,,,8738202624.0,,4736359.0,
3190,2016,2016-01-01,New Caledonia,Other,Not Specified,,,1209.64418,-0.013378,,,3.7,,,,,,,,,,,,5315237.0,
3191,2017,2017-01-01,New Caledonia,Other,Not Specified,,,414.17602,0.0051526,,,5.08,,,,,,,,,,,,5345160.0,
3192,2018,2018-01-01,New Caledonia,Other,Not Specified,,,410.14586,-0.0111437,,,4.77,,,,,,,,,,,,5345641.0,
3193,2019,2019-01-01,New Caledonia,Other,Not Specified,,,249.81726,-0.0216337,,,5.4,,,,,,,,,,,,5118680.0,
3194,2020,2020-01-01,New Caledonia,Other,Not Specified,,,661.76063,-0.0078426,,,,,,,,,0.0,,,,,,5386592.0,
3195,2021,2021-01-01,New Caledonia,Other,Not Specified,,,,,,,,,,,,,,,,,,,5496273.0,
3196,2002,2002-01-01,New Zealand,Oceania,Developed Economies,78.56349,0.3380440999999999,-250.13137,0.0359362,95.0,,28.98,30.98,,,,,,,,,128992460800.0,,34542292.0,
3197,2003,2003-01-01,New Zealand,Oceania,Developed Economies,80.73364,0.3515137,1751.92744,0.0302504,95.0,,28.35,32.86,,0.0114891,,,,,,,134861357056.0,,36241476.0,
3198,2004,2004-01-01,New Zealand,Oceania,Developed Economies,80.54878,0.3492116,-2788.45595,0.0178689,95.0,,30.76,32.34,,,,,,,,,140293767168.0,,35836300.0,
3199,2005,2005-01-01,New Zealand,Oceania,Developed Economies,82.48617,0.3667526,1439.66911,0.0197137,95.0,0.133,29.46,33.65,,0.0112043,,,,,,,144953114624.0,,37424068.0,10.282620429992676
3200,2006,2006-01-01,New Zealand,Oceania,Developed Economies,82.51841,0.3775681999999999,1204.70051,0.0126822,95.0,,29.59,33.72,,,,,,,,,149129134080.0,,37330160.0,
3201,2007,2007-01-01,New Zealand,Oceania,Developed Economies,80.52257,0.3595492999999999,3706.20209,0.0266526,95.0,,29.35,32.54,,0.0115653,,,,,,,153644023808.0,,36410664.0,
3202,2008,2008-01-01,New Zealand,Oceania,Developed Economies,80.60545,0.3630422,3589.38178,-0.0271514,95.0,,28.39,33.41,,,,,,,,,151930830848.0,,37509260.0,
3203,2009,2009-01-01,New Zealand,Oceania,Developed Economies,77.88195,0.39313,3122.86941,0.0099398,95.0,,30.56,30.45,,0.012523,,,,,,,151725473792.0,,34620670.0,
3204,2010,2010-01-01,New Zealand,Oceania,Developed Economies,78.31641,0.3609776999999999,700.86452,-0.0017463,95.0,0.118,31.68,30.39,,,,,,,,,154043826176.0,,34811084.0,9.819550514221191
3205,2011,2011-01-01,New Zealand,Oceania,Developed Economies,78.14924,0.3740618,-61.62138,0.0152530999999999,95.0,,32.65,29.65,,0.0123065,,,,,,,157520199680.0,,34265852.0,9.77603530883789
3206,2012,2012-01-01,New Zealand,Oceania,Developed Economies,80.44628,0.3667398,4238.00096,0.0145998999999999,95.0,,31.02,31.41,,,,,,,,,161049657344.0,,35945092.0,4.472606658935547
3207,2013,2013-01-01,New Zealand,Oceania,Developed Economies,79.82777,0.363904,3504.00152,0.0094991,95.0,,30.36,31.15,,0.0115375,,,,,,,165391204352.0,,35241004.0,0.3523901998996734
3208,2014,2014-01-01,New Zealand,Oceania,Developed Economies,80.674,0.3620257999999999,1862.46463,0.0256014,95.0,,31.09,31.21,,,,,,,,,171698946048.0,,35438930.0,0.3509962558746338
3209,2015,2015-01-01,New Zealand,Oceania,Developed Economies,80.72444,0.366031,2436.79766,0.0337549,95.0,0.109,31.24,31.4,0.01187,0.0123229999999999,,,,,,,178064474112.0,,35813108.0,0.3495743870735168
3210,2016,2016-01-01,New Zealand,Oceania,Developed Economies,78.67836,0.3630296,-308.93039,0.027937,95.0,,31.83,30.49,0.01185,,,40.0,,,,,184706416640.0,,34152636.0,0.0
3211,2017,2017-01-01,New Zealand,Oceania,Developed Economies,80.282,0.3591974,2844.3541,0.0345393,95.0,,30.22,32.28,0.00364,0.0134691999999999,,44.0,,,,,191380373504.0,,35688124.0,0.0
3212,2018,2018-01-01,New Zealand,Oceania,Developed Economies,80.57831,0.357862,2428.57447,0.0326313,95.0,,30.73,31.74,0.0068,,,54.0,,,,,197515558912.0,,35704540.0,
3213,2019,2019-01-01,New Zealand,Oceania,Developed Economies,82.31788,0.3666396,2397.49581,0.012725,95.0,0.103,29.65,33.4,0.01388,,,60.0,,,,,200742830080.0,,37121030.0,
3214,2020,2020-01-01,New Zealand,Oceania,Developed Economies,,0.3587774,4278.34967,-0.0107805,95.0,,,,0.01573,,,74.0,0.35,,,,204482363392.0,,34456750.0,
3215,2021,2021-01-01,New Zealand,Oceania,Developed Economies,,,,,,,,,,,,,,,,,,,33789824.0,
3216,2002,2002-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1354773,150.2,-0.0067382,36.0,,54.67,3.83,,0.0003493,,,,,,,7598651904.0,,3989804.0,
3217,2003,2003-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1521338,203.9,0.0111062,37.0,,51.49,4.19,,,,,,,,,7790193664.0,,4335245.0,
3218,2004,2004-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1581875999999999,201.3,0.0388279,38.0,,51.17,4.32,,,,,,,,,8204022272.0,,4377836.0,
3219,2005,2005-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1647904,250.0,0.0286821,39.0,0.165,52.76,4.12,,,,,,,,,8555351040.0,78.00298309326172,4270109.0,99.93610382080078
3220,2006,2006-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1784366,241.1,0.0273397999999999,40.0,,53.29,4.33,,,,,,,,,8910671872.0,,4418076.0,
3221,2007,2007-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1788307,286.8,0.0364229,41.0,,52.61,4.48,,,,,,,,,9363036160.0,,4550682.0,
3222,2008,2008-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1642862,381.7,0.0202352,43.0,,53.77,4.29,,,,,,,,,9684632576.0,,4365500.0,
3223,2009,2009-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1595979,627.3,-0.0460712,43.0,,54.56,4.19,,,,,,,,,9365735424.0,,4445091.0,
3224,2010,2010-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1625691,433.9,0.030021,45.0,0.154,54.44,4.28,,,,,,,,,9778809856.0,,4467845.0,99.93810272216795
3225,2011,2011-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1719837,489.9,0.048943,46.0,,53.3,4.49,,0.0008344,,,,,,,10396508160.0,,4805903.0,99.93852996826172
3226,2012,2012-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1764083,936.3,0.0508119999999999,47.0,,53.27,4.45,,0.0010449,,,,,,,11071868928.0,,4549767.0,99.93897247314452
3227,2013,2013-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.171992,775.7,0.0354367,48.0,,54.28,4.22,,0.0010284,,,,,,,11617359872.0,,4605408.0,99.9394302368164
3228,2014,2014-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1745207999999999,965.1,0.0341611,49.0,,53.02,4.49,,0.0008935,,,,,,,12173348864.0,,4745122.0,99.92908477783205
3229,2015,2015-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1771962999999999,1076.8,0.0343659,50.0,0.15,50.0,5.0,0.0,0.0010742,,,,,,,12756706304.0,82.61454772949219,5430953.0,99.92951965332033
3230,2016,2016-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1851571,967.0,0.0322402,52.0,,49.54,5.11,0.0276,,,,,,,,13338788864.0,,5406146.0,99.90322875976562
3231,2017,2017-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1873793,989.1,0.0330592,53.0,,48.91,5.13,0.02548,,,,,,,,13956713472.0,,5461305.0,99.90269470214844
3232,2018,2018-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1763392,1035.4,-0.0456887,54.0,,51.44,4.76,0.02438,,,,,,,,13487253504.0,,5199214.0,
3233,2019,2019-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1959887,837.6,-0.0485158,55.0,0.153,50.71,4.88,0.02361,,,,,,,,12991624192.0,,5219314.0,
3234,2020,2020-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,0.1910719,503.0,-0.031471,56.0,,,,0.02213,,,,0.875,,,,12734737408.0,,4556966.0,
3235,2021,2021-01-01,Nicaragua,Latin America and the Caribbean,Developing Economies,,,,,,,,,,,,,,,,,,,5059770.0,
3236,2002,2002-01-01,Niger,Sub-Saharan Africa,Least Developed,,,22.8951,0.0148893,5.0,,87.74,0.68,,,,,,,,,5089376256.0,,695719.0,
3237,2003,2003-01-01,Niger,Sub-Saharan Africa,Least Developed,,,2.40463,-0.003448,5.0,,86.97,0.74,,,,,,,,,5199846400.0,,754479.0,
3238,2004,2004-01-01,Niger,Sub-Saharan Africa,Least Developed,,,11.47109,-0.0443273999999999,5.0,,86.99,0.77,,,,,,,,,5218763776.0,,809246.0,
3239,2005,2005-01-01,Niger,Sub-Saharan Africa,Least Developed,,0.1817556,20.32236,0.0349016,5.0,0.218,87.54,0.74,,,,,,,,77.9181896,5601396736.0,28.672420501708984,708628.0,100.0
3240,2006,2006-01-01,Niger,Sub-Saharan Africa,Least Developed,,0.5927384,30.29378,0.0116519,5.0,,87.43,0.73,,,,,,,,,5933618176.0,,687524.0,
3241,2007,2007-01-01,Niger,Sub-Saharan Africa,Least Developed,,0.1929194,50.54409,-0.0541773,5.0,,86.17,0.8,,,,,,,,,6120095744.0,,715992.0,
3242,2008,2008-01-01,Niger,Sub-Saharan Africa,Least Developed,15.52,,129.03872,0.0601778,5.0,,86.06,0.84,,,,,,,,,6593265664.0,,801972.0,
3243,2009,2009-01-01,Niger,Sub-Saharan Africa,Least Developed,,,340.42719,-0.0314835,5.0,,83.25,1.07,,,,,,,,,6722664960.0,,961487.0,
3244,2010,2010-01-01,Niger,Sub-Saharan Africa,Least Developed,,,790.76254,0.0458142,5.0,0.214,80.67,1.36,,,,,,,,73.5921201,7299346432.0,,1170164.0,100.0
3245,2011,2011-01-01,Niger,Sub-Saharan Africa,Least Developed,,,940.31623,-0.0050864,5.0,,77.23,1.38,,,,,,,,,7471447040.0,,1322299.0,100.0
3246,2012,2012-01-01,Niger,Sub-Saharan Africa,Least Developed,,,1065.78986,0.0810558,5.0,,72.71,1.87,,,,,,,,,8259606016.0,30.56039047241211,1853797.0,100.0
3247,2013,2013-01-01,Niger,Sub-Saharan Africa,Least Developed,,,841.27578,0.0107402,5.0,,78.7,1.78,,,,,,,,,8698614784.0,,2070535.0,100.0
3248,2014,2014-01-01,Niger,Sub-Saharan Africa,Least Developed,,,719.33848,0.0322866,5.0,,78.08,1.97,,,,,,,,,9276388352.0,,2245619.0,100.0
3249,2015,2015-01-01,Niger,Sub-Saharan Africa,Least Developed,,,822.96702,0.0085281,5.0,0.215,78.88,1.99,0.04962,,,,,,7.0,68.9806947,9683867648.0,,2207243.0,100.0
3250,2016,2016-01-01,Niger,Sub-Saharan Africa,Least Developed,,,529.4787,0.0173719,5.0,,80.25,2.0,0.05254,,,,,,,,10239808512.0,,2146714.0,100.0
3251,2017,2017-01-01,Niger,Sub-Saharan Africa,Least Developed,,,301.33248,0.0104682,5.0,,82.01,1.82,0.0741,,,,,,,,10751938560.0,,2251561.0,100.0
3252,2018,2018-01-01,Niger,Sub-Saharan Africa,Least Developed,,,338.71071,0.0319596,5.0,,82.0,1.87,0.10812,,,,,,,,11527238656.0,35.04999923706055,1792657.0,
3253,2019,2019-01-01,Niger,Sub-Saharan Africa,Least Developed,,,466.04227,0.0199704,5.0,0.21,80.83,2.07,0.13172,,,,,,,,12212118528.0,,2468624.0,
3254,2020,2020-01-01,Niger,Sub-Saharan Africa,Least Developed,,,717.14764,-0.0025366,5.0,,,,0.11789,,,,0.0,,,64.1444883,12649313280.0,,2491381.0,
3255,2021,2021-01-01,Niger,Sub-Saharan Africa,Least Developed,,,,,,,,,,,,,,,,,,,2698898.0,
3256,2002,2002-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,,1277.42064,0.1245747,5.0,,84.6,50.83,,,,,,,,,216710234112.0,,94303640.0,
3257,2003,2003-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,0.0790283,2040.18209,0.0465779,5.0,,82.95,54.06,,,,,,,,,232632352768.0,54.77317810058594,100008040.0,
3258,2004,2004-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,0.0768765,2171.39032,0.064896,5.0,,84.05,54.11,,,,,,,,,254152146944.0,,98685310.0,
3259,2005,2005-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,0.0789538,2127.08614,0.0372162,5.0,0.207,84.01,56.61,,,,,,,,34.6510355,270515765248.0,,105757816.0,100.0
3260,2006,2006-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,0.0675832,4978.26,0.0332622,5.0,,85.93,51.49,,,,,,,,,286907465728.0,70.19834899902344,97808930.0,
3261,2007,2007-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,0.0707281,4897.81,0.0382207,5.0,,87.28,47.91,,0.0013222999999999,,,,,,,305817944064.0,,94269810.0,
3262,2008,2008-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,0.0815545,6086.73,0.0397251,5.0,,86.25,53.11,,,,,,,,,326504906752.0,51.0776596069336,94772180.0,
3263,2009,2009-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,0.0596786,8248.64,0.0519796,5.0,,88.68,44.36,,,,,,,,,352745848832.0,,74885064.0,
3264,2010,2010-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,0.055692,8649.52667,0.0515855,5.0,0.188,86.46,56.9,,,,,,,,29.921087,380985475072.0,,112314216.0,100.0
3265,2011,2011-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,0.0557732,6098.96303,0.0252531999999999,5.0,,84.63,66.47,,,,,,,,,401207885824.0,,129568744.0,100.0
3266,2012,2012-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,0.0499960999999999,8914.89,0.0147285,5.0,,84.57,70.64,,,,,,,,,418179219456.0,,109065930.0,100.0
3267,2013,2013-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,0.0497692,7127.38,0.0385372,5.0,,82.19,82.31,,,,,,,,,446077370368.0,,116360424.0,100.0
3268,2014,2014-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,,5608.46373,0.0351397,5.0,,80.64,90.83,,,,,,,,,474223607808.0,,122995920.0,100.0
3269,2015,2015-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,,4693.82863,-0.0002928,5.0,0.178,82.15,84.84,0.87283,,,,,,32.0,25.6942542,486803308544.0,,109231810.0,100.0
3270,2016,2016-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,,3064.1689,-0.0416838999999999,7.0,,82.02,88.19,0.05803,,,,,,,,478932336640.0,,116950170.0,100.0
3271,2017,2017-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,,3453.25841,-0.0178038,9.0,,82.32,86.37,0.94329,,,,,,,,482791981056.0,,112776760.0,100.0
3272,2018,2018-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,,2412.97492,-0.0067412,11.0,,82.28,87.38,2.30167,,,,,,,,492074893312.0,62.01601028442383,105230430.0,
3273,2019,2019-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,,775.2474,-0.0039393,13.0,0.1689999999999999,81.4,92.02,1.74728,,,2.0,,,,,502942007296.0,,127304180.0,
3274,2020,2020-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,,2305.09981,-0.0426012,15.0,,,,0.41481,,,4.0,0.0,,,21.9472075,493917962240.0,,130176776.0,
3275,2021,2021-01-01,Nigeria,Sub-Saharan Africa,Developing Economies,,,,,,,,,,,,,,,,,,,136986780.0,
3276,2002,2002-01-01,Niue,Other,Not Specified,,,,,80.0,,0.63,,,,,,,,,,,,7328.0,
3277,2003,2003-01-01,Niue,Other,Not Specified,,,,,82.0,,0.71,,,,,,,,,,,,3664.0,
3278,2004,2004-01-01,Niue,Other,Not Specified,,,,,84.0,,0.79,,,,,,,,,,,,3664.0,
3279,2005,2005-01-01,Niue,Other,Not Specified,0.00557,,,,86.0,,0.83,,,,,,,,,,,,3664.0,
3280,2006,2006-01-01,Niue,Other,Not Specified,0.00674,,,,88.0,,24.01,,,,,,,,,,,,3664.0,
3281,2007,2007-01-01,Niue,Other,Not Specified,0.00815,,,,90.0,,27.81,,,,,,,,,,,,3664.0,
3282,2008,2008-01-01,Niue,Other,Not Specified,0.00487,,,,91.0,,18.21,,,,,,,,,,,,7328.0,
3283,2009,2009-01-01,Niue,Other,Not Specified,0.02608,,,,92.0,,25.25,,,,,,,,,,,,3664.0,
3284,2010,2010-01-01,Niue,Other,Not Specified,,,,,93.0,,26.7,,,,,,,,,,,,3664.0,
3285,2011,2011-01-01,Niue,Other,Not Specified,,,,,94.0,,24.99,,,,,,,,,,,,7328.0,
3286,2012,2012-01-01,Niue,Other,Not Specified,,,,,95.0,,24.2,,,,,,,,,,,,7328.0,
3287,2013,2013-01-01,Niue,Other,Not Specified,,,,,95.0,,23.61,,,,,,,,,,,,7328.0,
3288,2014,2014-01-01,Niue,Other,Not Specified,,,,,95.0,,23.14,,,,,,,,,,,,10992.0,
3289,2015,2015-01-01,Niue,Other,Not Specified,,,,,95.0,,22.37,,,,,,,,,,,,7328.0,
3290,2016,2016-01-01,Niue,Other,Not Specified,,,,,95.0,,22.07,,,,,,,,,,,,7328.0,
3291,2017,2017-01-01,Niue,Other,Not Specified,,,,,95.0,,22.36,,,,,,,,,,,,7328.0,
3292,2018,2018-01-01,Niue,Other,Not Specified,,,,,95.0,,23.4,,,,,,,,,,,,10992.0,
3293,2019,2019-01-01,Niue,Other,Not Specified,,,,,95.0,,22.38,,,,,,,,,,,,10992.0,
3294,2020,2020-01-01,Niue,Other,Not Specified,,,,,95.0,,,,,,,,0.0,,,,,,11601.0,
3295,2021,2021-01-01,Niue,Other,Not Specified,,,,,,,,,,,,,,,,,,,11922.0,
3336,2002,2002-01-01,North Macedonia,Other,Not Specified,12.23214,,447.132,0.0119219999999999,59.0,,14.63,8.13,,0.0024461,,,,,,,6545529344.0,96.1289291381836,10867424.0,
3337,2003,2003-01-01,North Macedonia,Other,Not Specified,12.28435,,0.0,0.0199865,61.0,,17.29,8.83,,0.0021064,,,,,,,6691010048.0,,11226496.0,
3338,2004,2004-01-01,North Macedonia,Other,Not Specified,12.41718,,113.32635,0.0448987,61.0,,18.2,8.54,,0.0023236999999999,,,,,,,7003753984.0,,11105584.0,
3339,2005,2005-01-01,North Macedonia,Other,Not Specified,13.03486,,323.66939,0.0456008,62.0,0.283,19.03,8.88,,0.0022825,,,,,,2.6985981,7334617600.0,,11178864.0,100.0
3340,2006,2006-01-01,North Macedonia,Other,Not Specified,11.93833,,96.02174,0.0499131,63.0,,19.8,8.85,,0.0019373,,,,,,,7711398912.0,,10834448.0,
